"Кольцевая лампа со штативом для телефона и фотоаппарата 30 см белый свет, WALKER, WLR-3010, LED лампа белого света для селфи, кольцо для фото и видео, осветитель для профессиональной съемки",970 ₽,47 отзывов,"Завтра доставит Ozon, продавец WALKER",https://www.ozon.ru/product/koltsevaya-lampa-so-shtativom-dlya-telefona-i-fotoapparata-30-sm-belyy-svet-walker-wlr-3010-led-296660318/?asb=FpTm2ur5M7O%252F0Qow2Wof0g8Ce%252FPWGGD8hBMLw%252BwEMBB1lnqAl2ebkPirIZQmgv%252Ff&asb2=N_8NwckaEMpuHvks3N4ok8oz6yZT1cD7pNX2VC6kIpEq1s0CFq8BePC1GeFqch_sHsfaEvYpwuweWb2O5ge-ASK530ktRVNCB9PGc2TTzghlBHctCCH5TbYrNc8otf6Bjoi-W5NT9D9Ud2ClOWYb4w
Акриловая светоотражающая подставка для предметного фото PULUZ 30 см (черная),803 ₽,8 отзывов,"Завтра доставит Ozon, продавец Puluz",https://www.ozon.ru/product/akrilovaya-svetootrazhayushchaya-podstavka-dlya-predmetnogo-foto-puluz-30-sm-chernaya-300335278/?asb=b8xgs6xvBDB9waufVb4MUUqDRBv8ERPzq3VISOQHTeA%253D&asb2=IavE-HjCPHcwSemrMhre0nnbuDRUPsnxzzJIII24RKcKM6CGNheb4Gj9XC_abWVY
"Кольцевая светодиодная лампа RGB MJ26 26 см цветная для фото, видео съемки, для селфи, визажиста, блогера с держателем для смартфона, Bluetooth пульт (без штатива)",899 ₽,129 отзывов,"Завтра доставит Ozon, продавец TrueCost",https://www.ozon.ru/product/koltsevaya-svetodiodnaya-lampa-rgb-mj26-26-sm-tsvetnaya-dlya-foto-video-semki-dlya-selfi-376036657/?asb=jEWafWlLzf2WBQPVz0%252BSCqGydXtwzsChyB9qjRv7invFmWfhZLdVlQ1brZfM%252FzzR&asb2=RHYR-zaqz17_p2Q9vIReTo7D_N0Um4U75gKqi_Y7qfXD3tbEVbqF03pjGxN2jFyuFEUFrJDZ_A0eBeTMSrnkymDFqyM3lgvddCQ_R4xUQNiDjLUdH3al9r2ItW5Xuqxz7JPaXb7tKwHGB0z7xKd0pw
"Фотофон / Коврик / Фон для маникюра и предметов, блестящий, серебристый",304 ₽,1 отзыв,"Завтра доставит Ozon, продавец ИП Корп",https://www.ozon.ru/product/fotofon-kovrik-fon-dlya-manikyura-i-predmetov-blestyashchiy-serebristyy-211470836/?asb=St%252FokRVxkzdx8zScmCnhYqRiabQ5Jn6uUrG3RceeSJE%253D&asb2=izYdBmiB03kMqYQRSu4UkbzILOfC30M-ps6O8r01rUypvbMsZcb2AvslWCbTkZPM
Софтбокс 15x17см для накамерных вспышек,490 ₽,5 отзывов,"Послезавтра доставит Ozon, продавец ИП Семенский",https://www.ozon.ru/product/softboks-15x17sm-dlya-nakamernyh-vspyshek-229459667/?asb=vC0xYBGnlAMdqPFf64707VbzQIP0rkOMBQ1gYJK%252F4uo%253D&asb2=CpExGfMxZs4N4oTnL2VVmchIK46QDE_TiQqpQq_DtzPrAgVCz2vDKXvrfSFI_10A
"Кольцевая светодиодная лампа для селфи. С прищепкой для телефона, смартфона или планшета. 3 режима яркости. Синий, голубой",292 ₽,129 отзывов,"Завтра доставит Ozon, продавец TrueCost",https://www.ozon.ru/product/koltsevaya-svetodiodnaya-lampa-dlya-selfi-s-prishchepkoy-dlya-telefona-smartfona-ili-plansheta-3-414611502/?asb=%252FxuuJ97Pb4RLQhOFXUsTxDqOIlwgZipNV8ggj5zmhaV6%252FyB0Vu8ap4fxaUgPCUq3&asb2=gY8Jehf73ntjSjUg7S-RhEJkGgH23WYa9SynIdt6wmZiMDWk9VdKKBywhNIa0WegV982C1ACwuekTidAL7GUZjPi9AGS8WquAx09Y6MfFa-YItNYe0GAlxQ6dawMh92b35YMtQjZmpM-blRe9lEVJA
Софтбокс 20x30см для накамерных вспышек,890 ₽,16 отзывов,"Послезавтра доставит Ozon, продавец ИП Семенский",https://www.ozon.ru/product/softboks-20x30sm-dlya-nakamernyh-vspyshek-229345917/?asb=%252BNiX5EHfBbKoTvHL2lFegbeqhOpTFYdbSmS3snu2nGY%253D&asb2=l0B2P4oieO4zmYWn2-xz4hrRxc3MkrjbaDiNR22p-t0ZW7vNDM4RDDyJZyQiKlSk
"Зонт просветный Raylab SU-01 84см, фотозонт, зонт для вспышки, зонт просветный, зонт белый",652 ₽,4 отзыва,"15 мая доставит Ozon, продавец Фотосклад",https://www.ozon.ru/product/zont-prosvetnyy-raylab-su-01-84sm-fotozont-zont-dlya-vspyshki-zont-prosvetnyy-zont-belyy-256822277/?asb=187pkAZaFvG5DUawhSt5e4yMQcMgGVbuKUBQtyR8yNE%253D&asb2=iJb1d09p50vuk7RcqH4InsUd7eW57qEWTLBVPLIxcQGt4ePZ62CBN9M2J6Krvw15
"Фотофон виниловый 100х75 см, матовый",470 ₽,22 отзыва,"Завтра доставит Ozon, продавец Дизайн Лавочка",https://www.ozon.ru/product/fotofon-vinilovyy-100h75-sm-matovyy-218226117/?asb=HAzNt6pSYXDSLwDHJDBSEOxjOwKmOSpOU%252BrdtP6Kh98%253D&asb2=EXNyXm6JkMTFAEWRznNSLJQTEhhnbDGTxK7TuKzcieFYu2qlPvEhcOw1kv2SQDNF
Акриловая светоотражающая подставка для предметного фото PULUZ 20 см (белая),516 ₽,11 отзывов,"Завтра доставит Ozon, продавец Puluz",https://www.ozon.ru/product/akrilovaya-svetootrazhayushchaya-podstavka-dlya-predmetnogo-foto-puluz-20-sm-belaya-300320774/?asb=BgYI0W4rfEugXAxm2S8ZtTVlmkr5hO%252B0qq5wCwT4Yuw%253D&asb2=ILQPU7lPIp-o4kVOm55AEVsNCUVAUJeGStgJmmPJFGmqn-2AGY_g614V-9c7MbnG
Фон хромакей пластиковый FST 100x200 см зеленый матовый фотофон,811 ₽,2 отзыва,"6 мая доставит Ozon, продавец ИП Клокова Динара Викторовна",https://www.ozon.ru/product/fon-hromakey-plastikovyy-fst-100x200-sm-zelenyy-matovyy-fotofon-274842795/?asb=VuxpjBUXPCycEWdxZe3rlDde%252FbzvaSbJA0RvE%252F%252FGvjg%253D&asb2=gGJcaVytzwl06EW1O5Ft0D7KpOVvMA2aa6ft-YeU9OA5_I6Ne1QOgJazeJ20sKxG
"Аккумулятор, 1160 mAh, для экшн-камеры GoPro Hero4",417 ₽,4 отзыва,"6 мая доставит Ozon, продавец Озон",https://www.ozon.ru/product/akkumulyator-1160-mah-dlya-ekshn-kamery-gopro-hero4-479699756/?asb=%252BgbBiyrntsqGEgjYLZ44ZPg1LnGcGdFmSP0kDe6ng94%253D&asb2=GxpIb_0KC4YsVc9Ml7EN3WHI96EPjoy5J4fes8cLjaa9Wafl22ujmsToYK-wQPHp
Патрон Falcon Eyes LH-27S для ламп,838 ₽,3 отзыва,"7 мая доставит Ozon, продавец Фотосклад",https://www.ozon.ru/product/patron-falcon-eyes-lh-27s-dlya-lamp-269277671/?asb=%252B3sn62sm8NIxpTFfz8QB%252BMuYUtPynd8Tpp%252Fhi%252Fj8aSk%253D&asb2=V78HPGVUUrzabL2dOso9iNorOIqaNBjbh0XKeY_iZeNocTrVPfIbHe9YHPpizXOF
"Фотофон виниловый 100х75 см, матовый",470 ₽,6 отзывов,"Завтра доставит Ozon, продавец Дизайн Лавочка",https://www.ozon.ru/product/fotofon-vinilovyy-100h75-sm-matovyy-218226108/?asb=w%252BK935V9UMG1XfY9JDxbyJqNQJrlNAVL7ndn1%252Bgf58g%253D&asb2=m2JnMGE9dfoRBdmY3bPUHOvItWrr-oCsqViofU3mig9f0QA2GiWylrst19-5s1tZ
Тренога / штатив,338 ₽,7 отзывов,"Завтра доставит Ozon, продавец МБК-Регион",https://www.ozon.ru/product/trenoga-tripod-support-0-28-m-chernyy-165119039/?asb=ZL%252F2Df4LramWAdnPE7d105cZDYEnQvbQn8hM4NWBlYVYiki2wTE6OumQO4hVJlGr&asb2=_dUO0COoSZci2WsxqZZGJ9pNNZhxDfiQn43lgFdD23rYnZkpdkzGLHfPRKoQZp11Z0_uqlxKLqvqbUbyTYYM9kspHlIPq-hLJouTHIl3pYXv-RqMwYTwqhjafFu441HS4mCJ6QOV6CKjxE2HzlX9MA
"Фотофон ""стена-пол"", винил, для предметной съемки, для фото, белый, кирпич, доски",552 ₽,2 отзыва,"Завтра доставит Ozon, продавец ООО ""Эддизайн""",https://www.ozon.ru/product/fotofon-stena-pol-vinil-dlya-predmetnoy-semki-dlya-foto-belyy-kirpich-doski-527888124/?asb=LMns%252FZQsB%252FC9XdXlpdQN6RTNiqj7%252BPML9kb9bl%252BNgjx24LhVxS7dVZzFZuioP%252Blb&asb2=icyCcjkCG240unCj3DhbcvaS41Pmvr9PJXvU171tx3C46faQHYyNr5sjilAReZS_ywkD5FprJHxePY-w5kSPE2ye9KrJzO7sZSqv2yBOZWbPwL9e-Nl_Pu7gvRAnPR3D
"Отражатель рассеиватель рефлектор для фотосъемки BlogerMarket, 60 см, 5 в 1",989 ₽,95 отзывов,"6 мая доставит Ozon, продавец KEVATO",https://www.ozon.ru/product/otrazhatel-reflektor-dlya-fotosemki-tianrui-60-sm-5-v-1-162907915/?asb=wVtvPIya8ASV4ueG1qGGK%252BwuFa11lgoPhfA2sybMeqo%253D&asb2=_LFkaNOXdZmQJE-GhUw-IhBD9pGTLbVS_nUWMLdW5j4pmbTRqSkalC4nrLlX-Qz7
"Рукоять-поплавок Simpol ACT-X16 для экшн-камер, цвет: желтый",275 ₽,60 отзывов,"Завтра доставит Ozon, продавец SIMPOL",https://www.ozon.ru/product/rukoyat-poplavok-simpol-act-x16-dlya-ekshn-kamer-tsvet-zheltyy-161764301/?asb=FPXt9c0s9VFFYn0G%252FgulxVNUPu%252F5%252BZA3TixNSBq%252FVCw%253D&asb2=3ibzg5sSFV4a1R-OdRU48ph4PNmzEHa1T_m2JuF_jOa0QChTLt22okHcilrDlVu4
Софтбокс для накамерной вспышки,605 ₽,6 отзывов,"7 мая доставит Ozon, продавец ИП Горбатов",https://www.ozon.ru/product/softboks-dlya-nakamernoy-vspyshki-336239290/?asb=dUGE1%252FgolpjDfe3IzhVuAfaOQIUl40%252B3R0nggh%252FRdqOKppbHG9%252FHjfcm0O%252Fojzhd&asb2=jo3mtWd2LVS_jzpZWUNcxzs4M_h8PBT3BLw20vyR1JgXPZ7Bm2leJrushczu5WrUXoGCbVMnu0UVdyU0AEhPiNs0dhJg07uXBq1Es1rXTCASsadFrzcmQ1h-3aZaRZAQA_ktReqloVzMfIx1vDhsBw
Кейс для аккумулятора и карт памяти / Чехол для батареи и флешек / Футляр для флеш-карт / JJC BC-UN2 (2xSD + АКБ),550 ₽,1 отзыв,"Послезавтра доставит Ozon, продавец Zoombix",https://www.ozon.ru/product/keys-dlya-akkumulyatora-i-kart-pamyati-chehol-dlya-batarei-i-fleshek-futlyar-dlya-flesh-kart-jjc-542088365/?asb=o94gsduYqftBsrcZcDt%252FLj9%252F57kfNOQb42haD4owDKk%253D&asb2=zeo9t4NeokZd-2LJXPrf1190_pm62kxD6Flws28-wHmA1LnwyFjcesd3lauWsY9_
"Крепление на голову для экшн камер GoPro, SJCAM, Xiaomi, EKEN, Sony и других бренд ACTION PRO модель ACP-24",450 ₽,35 отзывов,"10 мая доставит Ozon, продавец ЧЕХЛОСЕТЬ РФ",https://www.ozon.ru/product/kreplenie-na-golovu-dlya-ekshn-kamer-gopro-sjcam-xiaomi-eken-sony-i-drugih-brend-action-pro-model-342454080/?asb=OXwT7SUVNrvapmUCS5oZd41YDm3vy9CJpHvN%252FCPT%252FIE%253D&asb2=SO6RkkfMbq0nP1zxbd2p7iX3tc9QB0RRhIhf7L1Ci3Gl9aZ3B77gyevSVKPOh8vm
"Кольцевая светодиодная лампа Goodly LED RING 26 см с Bluetooth пультом, регулируемым штативом 210 см, держателем для телефона для профессиональной съемки / Подарок на Новый год / Новогодний подарок подруге, девушке, жене, сестре, девочке, мальчику",936 ₽,4 отзыва,"Завтра доставит Ozon, продавец Ozon",https://www.ozon.ru/product/koltsevaya-svetodiodnaya-lampa-goodly-led-ring-26-sm-s-bluetooth-pultom-reguliruemym-shtativom-449148727/?asb=rg4H6g0imTUwGMZ3sxqJ1WHkTLm4dEabq7SARixnShk%253D&asb2=onr-wZDdm7-_Eom3UqfdF5N97rBi1lSipqrR0dcckkb7lq4IWfxBdg8_IghQ7jrt
Универсальный отражатель для вспышки / рассеиватель для фотовспышки / Fujimi FR-CF2,471 ₽,14 отзывов,"Послезавтра доставит Ozon, продавец Zoombix",https://www.ozon.ru/product/universalnyy-otrazhatel-dlya-vspyshki-rasseivatel-dlya-fotovspyshki-fujimi-fr-cf2-251597332/?asb=EK7RnzYsGcPRhtzVHBz6SS2QcSb1EE24guN9lU7DME4%253D&asb2=oaVSxc6I0-jEmv2arOChwGp7Kp2pvdfGGcyAoGK0DzxldD5Em2_hVBFc6HhHIKNo
"Кольцевая светодиодная лампа SmartBuy 20 см с держателем для телефона, для фото/видео съемки (SBL-TTL-8)",909 ₽,24 отзыва,"Завтра доставит Ozon, продавец SMARTBUY",https://www.ozon.ru/product/koltsevaya-svetodiodnaya-lampa-smartbuy-20-sm-s-derzhatelem-dlya-telefona-dlya-foto-video-semki-sbl-380319268/?asb=5QQqRC8VROUFhPcbbVgXOhuYGmHrSdolmkyxfaqOHEw%253D&asb2=J-UPkvb1vnr3gVpXBIVzxTvKmXRfD_dBjnkagHCDtrWOBNH-12xqWYW6ZcknkPI4
Лампа для цветотерапии / 4 цвета в комплекте / проектор заката солнца / LED подсветка для фона / осветительные приборы для фото видео / проекционный прожектор закат 3D на стену / светодиодный светильник атмосферный декоративный ночной / селфи / Тик Ток,959 ₽,6 отзывов,"7 мая доставит Ozon, продавец Gadgetty",https://www.ozon.ru/product/lampa-dlya-tsvetoterapii-4-tsveta-v-komplekte-proektor-zakata-solntsa-led-podsvetka-dlya-510075568/?asb=v%252Fi7tb4xHPHxQEBvHkIGc2iQOG7blg3KYDPIOvfYSNCTqopMAuOttzso7XpyV7Ju&asb2=Hj2YUHS7FA31SrQjj3chu4wLZXa9sr0-0i3zQ9VmGFIHw-eiVq3BBotAXTDv6keXunLZ5SVbY5TJhvIUeWxhvcfRjxFcbnbGMN1pvDJXXc4Cdk7B2EeeMawIyy_KmKygI9pa-CTAkIPh_jSdBayRJA
"Фотофон для фото и видео ""Стена-пол"", белый, 110х55см",499 ₽,4 отзыва,"15 мая доставит Ozon, продавец Бумбаса",https://www.ozon.ru/product/fotofon-dlya-foto-i-video-stena-pol-belyy-110h55sm-489098186/?asb=vdXprvEtxd9VVPNjy8RhsXIChhjkdGwWcFJ75OYCNKEbtOURrT71V3g3tsR4nmTb&asb2=1ppsHCfCmanuN3e_DB7gAubYXCfYwcjpeaNF_Y6ASv8S7cm61CMYVavz-RzdOdUfPb3XVDabT_deXUO5cBp6rB-ufkgTRFFtGoJfYNHQpBDiwBqEVi5frGYkDdp7taNPIdGX3rhfrTIgs8OrEPlwFw
Настольная кольцевая светодиодная (LED) лампа Professional Live Stream на гибком штативе на прищепке и с держателем для смартфона,699 ₽,23 отзыва,"6 мая доставит Ozon, продавец SOGOOD",https://www.ozon.ru/product/nastolnaya-koltsevaya-svetodiodnaya-led-lampa-professional-live-stream-na-gibkom-shtative-na-237218167/?asb=5fmHnGhgXQ8PsiZEIO9ffUGjmJxErr%252BMtlQlj24RGvgnMljJXIExdLefHWXC%252Fp96&asb2=DZmA3WjaTXl2BgfsntsippHhHPed352S0ByvolgrGwXxwfTbGmMw_nlvCN48tgcmI4taLx9_uBWokrYGpglCGbHtEOMUeH_JfXKRrJGTVf1ggEYmltYZdsmMgwWU6hP4UN_ObDIIlrNOgmz68UCchA
Шарнир поворотный / Шарнирная головка / Шарнирное крепление /Крепление шарнирное для кольцевых ламп и штативов,250 ₽,15 отзывов,"6 мая доставит Ozon, продавец KINGS MARKET",https://www.ozon.ru/product/sharnir-povorotnyy-sharnirnaya-golovka-sharnirnoe-kreplenie-kreplenie-sharnirnoe-dlya-koltsevyh-lamp-344962443/?asb=RbvKSEL23MiHj4Aqd8HWfvMSKf8Gm3VEu6Zf1CQ7DUImiWhOwg%252FfoR4hnVw84wzt&asb2=vXj1c1J8QeMM87wR-fCv3ws4Z_2lL0uEK3QHzOKMMFgcWBwrTqENUzA3_hVRWPwKaWdN3PRTq7Vrdi1eUqactYqAeo-N2d11tDZkfMAAA9Ca0kol66i5P0BWBkKM76WA
"Подсветка для селфи, селфи лампа, свет для фото Солнце LED, светильник черный",844 ₽,21 отзыв,"Завтра доставит Ozon, продавец TrueCost",https://www.ozon.ru/product/podsvetka-dlya-selfi-selfi-lampa-svet-dlya-foto-solntse-led-svetilnik-chernyy-468329298/?asb=QOFbgb3aEWqvUI7A%252Fg4YIj2wwv1dConQLcP3IuOfsIqGcT8CutDdUqeMBB3GPOyz&asb2=93m1YVmM-7voVFLyh4Syu_lS-EaNQetr95-eK4857Ux3Mm-e0XpYJj3U7ZSmT1EBYelfUH4vYqjaFtkCUQC5YF15XsoU77CMQiUXYD2s1Z-zMpRcumw30Jp1uQsk0UPcOIZTHYvSGto6KDHZH5SDGg
"Фотофон виниловый, 80х100 см, для предметной съемки, ""Фант""",610 ₽,1 отзыв,"12 мая доставит Ozon, продавец Fotofon.pro",https://www.ozon.ru/product/fotofon-vinilovyy-80h100-sm-dlya-predmetnoy-semki-fant-251085079/?asb=oMoZ2NR4mPGJDlDhoosl7NRz3mH785qQ4Kh6VflvGywtrC3HHwKJXW8HUVL1cuc3&asb2=SYmsP-FcVwCoD5r8pOBWk73iHECSpxat85A9AdHzIY5eHfphdu2EU9zRy9bCkQsKpG_cs7gI3Z5ILeH8zIjxiaJB6eatykzyUL8CWOXi-9NqixJj_X2xGGRSXSzrUr0z71Uo4yW4zujxiMMQUg0HoA
Кольцо переходное M42 - Nikon на советские объективы,440 ₽,5 отзывов,"10 мая доставит Ozon, продавец G-Shop",https://www.ozon.ru/product/koltso-perehodnoe-m42-nikon-na-sovetskie-obektivy-279458406/?asb=T2t1asqiBiPWoYFDJfU9aaUz%252BCaAVL39593FCAqC6aM%253D&asb2=Tjm4dNKnujQd2mIo87CqQ7_19S2d6RSwF0O5MgoqTkCUrg8o1zuWA14Ik3Od85WZ
Металлический зажим прищепка фотографическая Fujimi FCL-C35,450 ₽,4 отзыва,"7 мая доставит Ozon, продавец Fujimishop.ru",https://www.ozon.ru/product/metallicheskiy-zazhim-prishchepka-fotograficheskaya-fujimi-fcl-c35-289879107/?asb=IiRknC7egcE5FMm6nC8MrHI9kz7MN%252FDdwxIfrft%252B4zM%253D&asb2=NIEjaQArLGVhHoTp7txPY0xK0GY8jjfi37OqWKWQJcK-u1tdLr_wiotdOb9zi78X
"Фотофон для предметной съемки, фотофон для модельной студийной съемки, фотофон двусторонний 50х80 см",655 ₽,15 отзывов,"7 мая доставит Ozon, продавец Гермес",https://www.ozon.ru/product/fotofon-dlya-predmetnoy-semki-fotofon-dlya-modelnoy-studiynoy-semki-fotofon-dvustoronniy-50h80-sm-189912169/?asb=cWQNWolVsV7ySREPBM%252FkgBdcu2jLSF2SQica99QeRyt6GsMUQ174F%252F2C45PW1BNE&asb2=4JAjZKf4FAi7ImsS8cYkH7blWM90qOESBODukSNDCP9OLIPyF5XJIBKnDZEIp5cw-aKcBSTxDdbxtwUPhrYldcmfe-5Unte5uo_qXY-Qz9-8E-IOSf3UltNwBsETryIpH1Yh3h5FdzguEcqK1tvQJA
Фото бокс студийный/мини софт бокс/лайтбокс для предметной съемки/мини фотостудия 22см,731 ₽,1 отзыв,"6 мая доставит Ozon, продавец TODA",https://www.ozon.ru/product/foto-boks-studiynyy-mini-soft-boks-laytboks-dlya-predmetnoy-semki-mini-fotostudiya-22sm-550938829/?asb=fUOQS7X19hm60fxgDDDhysAzDA3y1RshiPGDUSAk%252BEg%253D&asb2=sFo3QIMvA8fVup8bEuZCoO9E93gArbRyVF8-d_YPS_i5Z24285m3uvRAZyo4NtzE
Фотофон / фон для фото / фон для предметной съемки / фон для маникюра / фон для ювелирных украшений / фон для аксессуаров / акварель / краски / мрамор / А3,386 ₽,1 отзыв,"6 мая доставит Ozon, продавец Mr. Pixel",https://www.ozon.ru/product/fotofon-fon-dlya-foto-fon-dlya-predmetnoy-semki-fon-dlya-manikyura-fon-dlya-yuvelirnyh-555197848/?asb=QN1Z%252BccqwIiIBg6yfKKnQmtXAWzDrqB31zWBztXgW1k%253D&asb2=gTC9WDQ_-ttC9P4kMpcc8_AjPxUEXLYKbDO2NOA9D66ecnQdvVfWQ7ebMd8Ad9Q8
"Зажим-клипса Raylab SH218 с мини-шаровой головой и башмаком , держатель для фона, крепление клипса",601 ₽,7 отзывов,"7 мая доставит Ozon, продавец Фотосклад",https://www.ozon.ru/product/zazhim-klipsa-raylab-sh218-s-mini-sharovoy-golovoy-i-bashmakom-derzhatel-dlya-fona-kreplenie-klipsa-256823864/?asb=Dt0jfJ5DbHWdMrmcW5N5l9U2Atat6zRBY0c4nKFYyiY%253D&asb2=x0OZbIEeAp4tHKEde14OWY8bcU0V_C9zdfGTUScDdbT4WhtfU4F80p67IGq4O80f
Take Easy Кольцевая гибкая светодиодная LED лампа для селфи с гибким держателем,649 ₽,13 отзывов,"6 мая доставит Ozon, продавец Take Easy",https://www.ozon.ru/product/take-easy-koltsevaya-gibkaya-svetodiodnaya-led-lampa-dlya-selfi-s-gibkim-derzhatelem-167821023/?asb=eyM96jW7z87xvbnCJQ%252BnqP1%252FaYe%252F2TovmhbSZ5OC7l0%253D&asb2=xJJ7Np77ogdqv7aq6JTICg4B-Cv_WQWIAFbOoGP2kJUlkk7QZpbcRaS2GuVtHlkc
Селфи лампа для телефона черная,383 ₽,2 отзыва,"Завтра доставит Ozon, продавец ИП Зимаков Георгий Олегович",https://www.ozon.ru/product/selfi-lampa-dlya-telefona-chernaya-468452308/?asb=VH7GyPPrsUbcuPaquw6NR53PH0%252BV3iD4FSjxiYPyQRY%253D&asb2=y3trsCjy9gVpK5F3ZkWlIHASmNaMjsDradmbu2OeWt4i36Wp3M8hK7zylCEvgaUQ
"Фотофон мерсеризованная атласная ткань для предметной съемки 70х100 см, цвет красный",399 ₽,12 отзывов,"Завтра доставит Ozon, продавец POLLY-SHOP",https://www.ozon.ru/product/fotofon-merserizovannaya-atlasnaya-tkan-dlya-predmetnoy-semki-70h100-sm-tsvet-krasnyy-261421926/?asb=ZTE6oYFippnC1b%252BqPkOjARrDHuqMYvODjvLsdh%252Bz1%252B4%253D&asb2=h2fY30re0b5JoUB533G1xCL8T-IG9ALNsr2PWvGsAiq2RBt3NQlAAB-Li-59BI2z
"Светодиодная кольцевая лампа для телефона LuazON AKS-06, 3 режима, 80 мАч, белая",297 ₽,4 отзыва,"Завтра доставит Ozon, продавец Фабрика счастья",https://www.ozon.ru/product/svetodiodnaya-koltsevaya-lampa-dlya-telefona-luazon-aks-06-3-rezhima-80-mach-belaya-287600309/?asb=CkG5%252FLxuPP6WfulC7XEer896j8vNRJ8lIxONDMVj1g8%253D&asb2=0ByxVbhT9JNGX-ZgJ4yqZrtVd56s1rJIEezA81gr_YpqC-Kq8jzqqOImM6iL4kzL
Шарнир поворотный / крепление для кольцевых ламп и штативов/Шарнир для штатива,249 ₽,5 отзывов,"10 мая доставит Ozon, продавец Pribambas.rnd",https://www.ozon.ru/product/sharnir-povorotnyy-kreplenie-dlya-koltsevyh-lamp-i-shtativov-sharnir-dlya-shtativa-327135247/?asb=HaVazIJA8zkZJSMZGeslIiPOdZ9AP508lKD0L0l2EBSSNtf6q7h0r4%252BWKOLQnquc&asb2=tk_9y1IZ0o-70jGXOPB6j9kYVkS8vZD6lPtlq2hEOj4Wov2It74CvyTnXbZU9Mk0xyJPhHvLZmUyuz__glil_ouYrp8NiUpdsFeOgvhxH_1Gz35MfywZYdV6b9L7Il-sWrzOSwpM-JV4y-TZrmIBVg
Крепление / Аксессуар для фотоссесии / Держатель / Крепление фотофона / Уголки раздвижные белые,390 ₽,6 отзывов,"6 мая доставит Ozon, продавец ArtHouse3D",https://www.ozon.ru/product/kreplenie-aksessuar-dlya-fotossesii-derzhatel-kreplenie-fotofona-ugolki-razdvizhnye-belye-309263451/?asb=Hp4IBKU7MuUo8D47iRPN1wyqW5lgxrHnjfVPRhzkYkA%253D&asb2=buqPg6ckDjfaTxvPG4dbUMtrvpoUk7EKJBDQFsZudx-Ef29BvXU1d_MRjEw7R44E
Широкая рамка с креплением для экшн-камер (с задником) GoPro Hero3/Hero 3+,247 ₽,1 отзыв,"6 мая доставит Ozon, продавец Озон",https://www.ozon.ru/product/shirokaya-ramka-s-krepleniem-dlya-ekshn-kamer-s-zadnikom-gopro-hero3-hero-3-477221713/?asb=Y9JJBek62sOuo0uS3RzEQ2MeUj%252F8R0wdHEFssPhpWBE%253D&asb2=c8iRPmapCbTyEvXpuCkOFXCWAf7V_K9X2usOEDgKHzij-t03g_fXGOK4Wl5uLz81
Световое LED кольцо для селфи с креплением на смартфоне DF LED-02 (black),446 ₽,1 отзыв,"Завтра доставит Ozon, продавец podarif.ru",https://www.ozon.ru/product/svetovoe-led-koltso-dlya-selfi-s-krepleniem-na-smartfone-df-led-02-black-334796062/?asb=jN%252BAQZ%252FzR%252FZQWJ2GLwB4J9y5OS4zn3EHEBw4qqN79TaVhELSYvy1VNbT2LzhnHgj&asb2=jSNUOH2vizdzqUT6RG0Ww9uMG2Caodgh6kuaipRce54hG8edhRK8YoGDYJSv_5_Sn1zXwNHjDJFjBKJIslQcN73obfjJSmsxmpqpdQAaIUT0jb3EI81pfRN_aZPBluo0DRxDuRqSqZqVi9dL9Qkq6w
Селфи кольцо для телефона 18 режимов RGB / Селфи лампа для смартфона / Подсветка для телефона,474 ₽,1 отзыв,"6 мая доставит Ozon, продавец EV Store",https://www.ozon.ru/product/selfi-koltso-dlya-telefona-18-rezhimov-rgb-selfi-lampa-dlya-smartfona-podsvetka-dlya-telefona-522375905/?asb=KMKXuUA4NU%252Blrds1hmUEYJVWBqEI9Lx%252Ff8O%252BZ8phcN8%253D&asb2=DXTi9YN6jK5zjp59WtqyCP1UHpfFSlelDwnCfcEqlVEga6fIxrbBvUuWiHAUQzRh
"Фотобокс 23 см, лайтбокс, лайткуб, фотокуб складной для предметной съемки фотографий, для маникюра со светодиодным освещением, софтбокс световой для фотографирования с LED подсветкой",1 005 ₽,16 отзывов,"8 мая доставит Ozon, продавец First Discount Shop",https://www.ozon.ru/product/fotoboks-23-sm-laytboks-laytkub-fotokub-skladnoy-dlya-predmetnoy-semki-fotografiy-dlya-manikyura-339960821/?asb=a6D%252Ff%252FV557fXZs5EaCkNa%252Bntvb4rLsWSgiUrwNh%252FebT13fl1AX6Vpn6jtYMA2s0w&asb2=ogNOw89oyNgmk9As1nD510qT5wMWPzHZe2hgtaD3v2OVpgQ98uwMyQGhYuUMiJ08okCUR4sAFAwjLLj6T_3FG_a9A6QV9znGqFcawyqz41dhAzp3vsjKsS5edUcofUbtDq70C4jg48HHxGjUwDTxuQ
"Чехол для фотоаппарата Cullmann CU-95810 Berlin Compact 100, Black, сумка на ремень",243 ₽,3 отзыва,"7 мая доставит Ozon, продавец SKLAD-RU",https://www.ozon.ru/product/chehol-dlya-fotoapparata-cullmann-cu-95810-berlin-compact-100-black-sumka-na-remen-546700541/?asb=ASUvc5z2mn31ynytsY2lj4J18f8d%252BQ%252BFAwZYMwOoGZo%253D&asb2=MBE4JIB6K-G7ubkF7T_LuLbenWaIDdR3NHWCqi8YZ4KeG8mrdo0_AWQZXR_QEgrA
